Date,ABBV,DHR,JNJ,LLY,MRK,NVS,PFE,UNH
2018-01-02,78.01984405517578,90.49961853027344,122.77491760253906,76.95830535888672,46.21742630004883,63.137874603271484,28.821969985961914,206.18789672851562
2018-01-03,79.24077606201172,91.70379638671875,123.94773864746094,77.3763427734375,46.15166473388672,63.629974365234375,29.0355281829834,208.35079956054688
2018-01-04,78.78886413574219,92.14435577392578,123.93893432617188,77.7217025756836,46.89975357055664,63.68962860107422,29.098800659179688,209.25514221191406
2018-01-05,80.16041564941406,92.7219467163086,124.9618148803711,78.67595672607422,46.85043716430664,64.3233871459961,29.15416145324707,213.24539184570312
2018-01-08,78.87606811523438,93.25061798095703,125.12057495117188,78.27607727050781,46.57914352416992,64.28611755371094,28.82987403869629,209.54415893554688
2018-01-09,79.47066497802734,96.54008483886719,127.1046371459961,78.21246337890625,46.69424057006836,64.39794158935547,28.798240661621094,210.58834838867188
2018-01-10,79.0346450805664,96.17788696289062,126.95475769042969,78.24881744384766,47.105262756347656,64.0177001953125,28.845693588256836,209.02210998535156
2018-01-11,79.26619720458984,96.52051544189453,127.67781829833984,78.51237487792969,47.351905822753906,63.87602996826172,28.91688346862793,210.1315460205078
2018-01-12,80.12059020996094,97.30372619628906,128.53317260742188,79.0485610961914,48.22330856323242,64.60671997070312,28.90106201171875,213.1614990234375
2018-01-16,81.83734893798828,97.3820571899414,129.50315856933594,77.5126724243164,51.02660369873047,64.66637420654297,28.948514938354492,217.13311767578125
2018-01-17,83.33052062988281,97.49951934814453,129.6089630126953,78.3487777709961,50.99372100830078,64.77821350097656,29.407268524169922,222.2887420654297
2018-01-18,82.89136505126953,97.64637756347656,129.55609130859375,77.99435424804688,50.253841400146484,64.42778015136719,29.256994247436523,226.69850158691406
2018-01-19,83.5541000366211,98.44913482666016,129.94410705566406,77.69442749023438,50.377159118652344,64.82295227050781,29.217443466186523,226.8756561279297
2018-01-22,85.03131866455078,97.87156677246094,130.6319122314453,77.64897918701172,50.35249710083008,64.86768341064453,29.209535598754883,227.07142639160156
2018-01-23,84.14498138427734,97.85196685791016,125.06763458251953,76.72199249267578,50.72243881225586,65.02426147460938,29.12253189086914,228.6097412109375
2018-01-24,84.24879455566406,99.25194549560547,125.27928924560547,76.61294555664062,50.29495620727539,68.17816925048828,29.209535598754883,228.2741241455078
2018-01-25,86.47660064697266,100.54424285888672,127.33389282226562,77.2582015991211,50.39360809326172,69.82595825195312,29.446819305419922,228.58177185058594
2018-01-26,98.38207244873047,101.62116241455078,128.15402221679688,79.13945770263672,51.00193786621094,70.01981353759766,30.854700088500977,231.64901733398438
2018-01-29,97.66343688964844,101.51346588134766,126.69896697998047,79.61204528808594,50.664886474609375,69.32640838623047,30.862611770629883,230.66078186035156
2018-01-30,92.52914428710938,99.46733856201172,125.59672546386719,78.23971557617188,49.85924530029297,68.35711669921875,29.897642135620117,220.6292724609375
2018-01-31,89.60665893554688,99.15404510498047,121.85785675048828,74.0228271484375,48.708335876464844,67.14923095703125,29.29653549194336,220.7504425048828
2018-02-01,92.89643859863281,99.72187042236328,123.4715805053711,74.89529418945312,49.20979309082031,67.51458740234375,29.40030860900879,219.2960662841797
2018-02-02,91.96221923828125,100.03515625,121.40811157226562,73.77745056152344,48.14109802246094,65.9040756225586,29.224687576293945,216.18214416503906
2018-02-05,87.44275665283203,94.67019653320312,114.97969055175781,70.42393493652344,46.36539840698242,63.249717712402344,27.676044464111328,205.1250762939453
2018-02-06,88.79219818115234,95.01286315917969,116.24951934814453,70.87832641601562,45.592647552490234,64.2935791015625,28.162994384765625,209.93568420410156
2018-02-07,90.72455596923828,93.25061798095703,115.88794708251953,69.72415161132812,45.93792724609375,63.24226760864258,27.923513412475586,210.5324249267578
2018-02-08,86.62031555175781,90.2254867553711,111.42598724365234,67.4430160522461,44.992523193359375,61.54228591918945,26.84584617614746,201.80609130859375
2018-02-09,88.8720703125,92.47720336914062,114.22134399414062,69.2788314819336,45.10761642456055,62.071659088134766,27.26892852783203,206.00143432617188
2018-02-12,89.37510681152344,93.40726470947266,114.8738784790039,69.29700469970703,45.567970275878906,62.63832092285156,27.668060302734375,210.41119384765625
2018-02-13,89.31920623779297,92.9863052368164,114.60053253173828,69.26065063476562,45.13227462768555,62.33261489868164,27.891578674316406,211.29689025878906
2018-02-14,90.29337310791016,94.08277130126953,114.34478759765625,70.52690124511719,45.13227462768555,63.76418685913086,28.09114646911621,213.2920379638672
2018-02-15,91.74662017822266,95.42401123046875,115.72042846679688,71.43331146240234,46.028343200683594,64.62908172607422,28.506250381469727,210.7188720703125
2018-02-16,94.70105743408203,95.4925537109375,117.41350555419922,72.30310821533203,46.274967193603516,64.80057525634766,28.945302963256836,213.84205627441406
2018-02-20,94.20597076416016,94.81704711914062,115.4029769897461,71.00298309326172,45.19804763793945,63.652339935302734,28.745729446411133,211.3155059814453
2018-02-21,94.15008544921875,95.3065414428711,114.55644226074219,71.00298309326172,44.84455108642578,63.29445266723633,28.546165466308594,209.8891143798828
2018-02-22,93.87059783935547,95.31633758544922,114.55644226074219,70.67338562011719,44.86098861694336,63.52558898925781,28.530193328857422,211.71641540527344
